,BRD_ID,Smiles,CID,
601,BRD-K73541271,OCCOCCOC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F,35375,
602,BRD-K49840922,Cn1c2ncn(CCOC(=O)C(C)(C)Oc3ccc(Cl)cc3)c2c(=O)n(C)c1=O,41109,
603,BRD-A54880345,CCOC(=O)c1cncn1C(C)c1ccccc1,36339,
604,BRD-K32405725,CCOC(=O)[C@@]1(CCCCCCOc2ccc(Cl)cc2)CO1,9840324,
605,BRD-K37798499,COc1cc(cc(OC)c1O)[C@H]1[C@@H]2[C@H](COC2=O)[C@H](O[C@@H]2O[C@@H]3CO[C@@H](C)O[C@H]3[C@H](O)[C@H]2O)c2cc3OCOc3cc12,36462,
606,BRD-A33280134,COc1cc(cc(OC)c1O)[C@H]1[C@@H]2C(COC2=O)C(OC2O[C@@H]3COC(C)O[C@H]3[C@H](O)[C@H]2O)c2cc3OCOc3cc12,6708815,
607,BRD-K54770957,Cc1ccc(cn1)-c1ncc(Cl)cc1-c1ccc(cc1)S(C)(=O)=O,123619,
608,BRD-K74717603,Cc1cc(cc(C)c1Oc1nc(Nc2ccc(cc2)C#N)nc(N)c1Br)C#N,193962,
609,BRD-K32977963,COc1cc(CC=C)ccc1O,3314,
610,BRD-A25736793,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC,53398658,2
611,BRD-K13514097,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OCCO,6442177,
612,BRD-K13154216,CO[C@@H]1C[C@H](C[C@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OCCO,129009864,
613,BRD-K71603915,Clc1cccc2cc(sc12)C(=O)N[C@H]1CN2CCC1CC2,46196517,
614,BRD-K76964878,NC(=O)[C@H]1CCCc2c1[nH]c1ccc(Cl)cc21,707029,
615,BRD-A73908300,NC(=O)C1CCCc2c1[nH]c1ccc(Cl)cc21,5113032,
616,BRD-K12609457,CCCCCCOc1ccccc1C(N)=O,3316,
617,BRD-A73741725,C[C@]12CCC3C(CC(=C)C4=CC(=O)C=C[C@]34C)C1CCC2=O,16667705,
618,BRD-K81795818,CC(C)[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(N)=O)NC(C)=O,9916058,
619,BRD-K65716359,Oc1ccc(C(=O)c2cc(O)c(O)c(O)c2)c(O)c1O,40399,
620,BRD-A25619068,N#Cc1ccc(cc1)C1CCCc2cncn12,59693,
621,BRD-K45033733,CC(=O)OCC(CCn1cnc2cnc(N)nc12)COC(C)=O,3324,
622,BRD-K00673382,NC(N)=Nc1nc(CSCC\C(N)=N/S(N)(=O)=O)cs1,3325,
623,BRD-A49622760,CC(O)C1C2SC(C3CCCO3)=C(N2C1=O)C(O)=O,3329,
624,BRD-K76617868,O=S(=O)(N1CCCNCC1)c1cccc2cnccc12,3547,
625,BRD-K04264130,NC(=O)c1nc(F)cnc1O,492405,
626,BRD-K18157228,Nc1nc(=O)n(cc1F)[C@H]1C[C@H](O)[C@@H](CO)O1,515328,
627,BRD-K48367671,CC(C)COc1ccc(cc1C#N)-c1nc(C)c(s1)C(O)=O,134018,
628,BRD-K99107520,NC(=O)OCC(COC(N)=O)c1ccccc1,3331,
629,BRD-K91740057,OC(=O)Cc1ccc(cc1)-c1ccccc1,3332,
630,BRD-A30815329,CCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(Cl)c1Cl)C(=O)OC,3333,
631,BRD-K41160163,CN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1,135497698,
632,BRD-A50684349,Oc1ccc(cc1)C1CNCCc2c(Cl)c(O)c(O)cc12,3341,
633,BRD-A97104540,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,3343,
634,BRD-K16077845,OC(=O)Cc1sc(nc1-c1ccc(Cl)cc1)-c1ccccc1,28871,
635,BRD-A33697453,Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1,51755,
636,BRD-A73368467,CC(C)(C(O)=O)c1ccc(cc1)C(O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1,3348,
637,BRD-K07160047,Nc1nc(=O)n(cc1I)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,50312,
638,BRD-A63752151,NC(=O)C1CC2(NC(=O)NC2=O)c2cc(F)ccc2O1,3349,
639,BRD-K57371763,CC[C@H]1\C=C(C)/[C@@H](O)C\C=C\C=C(CO[C@@H]2O[C@H](C)[C@@H](OC(=O)c3c(O)c(Cl)c(O)c(Cl)c3CC)[C@H](O)[C@@H]2OC)\C(=O)O[C@H](C\C=C(C)\C=C(C)[C@H]1O[C@@H]1OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@H]1O)[C@@H](C)O,129010003,2
640,BRD-K16803204,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,49831257,
641,BRD-A83081521,CC(C)(C)NC(=O)[C@H]1CCC2C3CCC4NC(=O)C=C[C@]4(C)C3CC[C@]12C,10970751,
642,BRD-K88025533,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,107970,
643,BRD-A50675702,Nc1c(c(nn1-c1c(Cl)cc(cc1Cl)C(F)(F)F)C#N)S(=O)C(F)(F)F,3352,
644,BRD-K17513304,CCOCc1cc(OC)c(-c2ccc(C[C@H](NC(=O)c3c(F)cccc3F)C(O)=O)cc2)c(OC)c1,9935681,
645,BRD-K58550667,O=C(NCCCCC1CCN(CC1)C(=O)c1ccccc1)\C=C\c1cccnc1,6914657,
646,BRD-K83508485,CN(Cc1ccccc1)C(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)c1cn(C)c2ccccc12,107967,
647,BRD-K47639036,Cc1c(oc2c(cccc2c1=O)C(=O)OCCN1CCCCC1)-c1ccccc1,3354,
648,BRD-A09472452,FC(F)(F)COc1ccc(OCC(F)(F)F)c(c1)C(=O)NCC1CCCCN1,3356,
649,BRD-K73088654,OC[C@H]1O[C@@H](C[C@@H]1O)n1cc(F)c(=O)[nH]c1=O,7083563,
650,BRD-K05977355,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,3365,
651,BRD-K71106091,Nc1nc(F)nc2n(cnc12)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O,30751,
652,BRD-A49765801,CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)CC[C@]5(C)C4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,5702172,
653,BRD-K68870568,CN1CCN(Cc2ccc(cc2C(F)(F)F)C(=O)Nc2cnc(C)c(Nc3nccc(n3)-c3cccnc3)c2)CC1,46848036,
654,BRD-K98769987,CCOC(=O)c1ncn-2c1CN(C)C(=O)c1cc(F)ccc-21,3373,
655,BRD-A15297126,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C,6710662,
656,BRD-A13133631,C[C@H]1CC2C3CC[C@](O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)C2(C)C=CC(=O)C=C12,5702058,2
657,BRD-A31159102,CNCCC(Oc1ccc(cc1)C(F)(F)F)c1ccccc1,3386,2
658,BRD-K55127134,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,3372,2
659,BRD-K77947974,Fc1ccc(cc1)C(CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1)c1ccc(F)cc1,3396,
660,BRD-K28307902,CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O,3397,2
661,BRD-K62310379,CCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)SCF,444036,
662,BRD-A00218260,Fc1ccc(cc1)C(c1ccccc1)(c1ccccc1F)n1ccnc1,3401,
663,BRD-K53517854,COCCCC\C(c1ccc(cc1)C(F)(F)F)=N/OCCN,5361192,
664,BRD-K18673820,Nc1nc(=O)c2nc(CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)cnc2[nH]1,135398658,
665,BRD-K56810756,Cc1cn[nH]c1,3406,
666,BRD-K44942188,C(CN1CCOCC1)Cc1ccc(COc2ccccc2)cc1,71693,
667,BRD-K03449891,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4)cc3F)ccnc2cc1OCCCN1CCOCC1,42642645,
668,BRD-A26503646,C[C@]12CC[C@H]3[C@@H](CCC4C(=O)C(=O)CC[C@]34C)[C@@H]1CCC2=O,16760178,
669,BRD-K54006094,COc1ccc(C[C@H](C)NC[C@@H](O)c2ccc(O)c(NC=O)c2)cc1,3034756,
670,BRD-K09602097,CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]2(O)C(=O)C[C@@](C)(O[C@]12C)C=C,47936,
671,BRD-K48461310,C[C@H]1O[C@H]1P(O)(O)=O,441029,
672,BRD-A51382177,CCC(=O)O[C@@H](OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C,6708482,2
673,BRD-K20285085,COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC,11213558,
674,BRD-A96456596,CCCc1c(OCC(O)COc2ccc3c(oc(cc3=O)C(O)=O)c2CCC)ccc(C(C)=O)c1O,105007,
675,BRD-K59875992,COc1ccc(Nc2ccn(n2)-c2ccccc2)cc1,128268,
676,BRD-K68756823,Nc1[nH]nc2nnc(cc12)-c1c(nn2ccccc12)-c1ccccc1,53338808,
677,BRD-K99383816,Fc1cn([C@H]2CCCO2)c(=O)[nH]c1=O,288216,
678,BRD-A03249105,C[C@]12CC[C@H]3C([C@@H]1CC[C@@H]2O)[C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)Cc1cc(O)ccc31,17756771,
679,BRD-K78010432,NS(=O)(=O)c1cc(C(O)=O)c(NCc2ccco2)cc1Cl,3440,
680,BRD-A06935312,C[C@@H]1[C@H](O)CC[C@@]2(C)[C@H]1CC[C@@]1(C)C2[C@H](O)C[C@@H]2[C@]1(C)C[C@H](OC(C)=O)\C2=C(/CCC=C(C)C)C(O)=O,3001077,
681,BRD-K62737565,NCC1(CC(O)=O)CCCCC1,3446,
682,BRD-K89104321,Oc1noc2CNCCc12,3448,2
683,BRD-A07986123,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C)C1CC=C2n1cnc2ccccc12,11440648,
684,BRD-A52922642,COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2cc(OC)c(OC)c(OC)c2)cc1OC,1234,
685,BRD-K28217197,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,6918305,
686,BRD-K22662435,Nc1nc2n(COC(CO)CO)cnc2c(=O)[nH]1,135398740,
687,BRD-K38852836,CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3n(C)ccc3c2)c(O)cc1O,135564985,
688,BRD-A01645196,CC(=CC[C@@H](C[C@]12C[C@H](C([C@](C1=O)(C(=O)C(=C(C3=CC(=C(C=C3)O)O)O)C2=O)CC=C(C)C)(C)C)C=C(C)C)C(=C)C)C,139031924,
689,BRD-A74980173,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1,5379,
690,BRD-K43002773,C[C@@H]1C[C@H](C2=C1C(=NC=N2)N3CCN(CC3)C(=O)[C@H](CNC(C)C)C4=CC=C(C=C4)Cl)O,24788740,
691,BRD-K71480163,CC(C)NC[C@@H](C(=O)N1CCN(CC1)c1ncnc2[C@@H](O)C[C@@H](C)c12)c1ccc(Cl)cc1,59671085,
692,BRD-K68938568,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1CCC[C@H]1C(=O)Nc1snnc1-c1ccccc1,46940575,
693,BRD-A30984645,CN1CCN(C)C(=O)C1c1ccc(Nc2nc(cn(C)c2=O)-c2cccc(NC(=O)c3cc4CCCCc4s3)c2C)cc1,25235170,
694,BRD-K67578145,OCCn1cc(c(n1)-c1ccncc1)-c1ccc2c(CC\C2=N/O)c1,25093303,
695,BRD-K52911425,CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)-c2cccc3[nH]ncc23)CC1,17755052,
696,BRD-K23228615,C[C@H](O)C(=O)N1CCN(Cc2sc3c(nc(nc3c2C)-c2cnc(N)nc2)N2CCOCC2)CC1,25254071,
697,BRD-A18328003,CC1=C(SC2=C1N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N)CN5CCN(CC5)C(=O)C(C)O,66694608,
698,BRD-K64052750,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,123631,
699,BRD-K11528507,CO[C@H]1C[C@H](C)CC2=C(OC)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O,5288382,
700,BRD-A19500257,COC1CC(C)CC2=C(OC)C(=O)C=C(NC(=O)\C(C)=C\C=C\C(OC)C(OC(N)=O)\C(C)=C\C(C)C1O)C2=O,13017911,2
701,BRD-K15108141,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,60750,
702,BRD-K11129031,Cc1ccc(C)c(OCCCC(C)(C)C(O)=O)c1,3463,
703,BRD-A40787240,CO\N=C1/CN(CC1CN)c1nc2n(cc(C(O)=O)c(=O)c2cc1F)C1CC1,5464436,
704,BRD-K43797669,Oc1ccc(cc1)-c1coc2cc(O)cc(O)c2c1=O,5280961,
705,BRD-K99475619,CNCCn1c2c(cnc3cc4OCOc4cc23)c2cc(OC)c(OC)cc2c1=O,10294813,
706,BRD-K97472745,CC[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)C#C,27812,
707,BRD-K35687421,Oc1cc(=O)[nH]cc1Cl,54679224,
708,BRD-A82395837,C[C@H]1C(=O)O[C@H]2[C@@H](O)C34[C@@H]5C[C@@H](C(C)(C)C)C33[C@H](O)C(=O)O[C@H]3O[C@]4(C(=O)O5)[C@@]12O,129010073,
709,BRD-A38076815,OCC(O)COC(=O)c1ccccc1Nc1ccnc2cc(Cl)ccc12,3474,
710,BRD-K34341643,CN1CC[C@H](C[C@@H]1c1nc2ccccc2[nH]1)NC(=O)Nc1ccc(cc1)C#N,25166913,
711,BRD-K36927236,COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3,3488,
712,BRD-A61154809,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1,3475,
713,BRD-K34776109,CCC1=C(C)CN(C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O,3476,
714,BRD-K12219985,Cc1cnc(cn1)C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,3478,
715,BRD-K80396088,COc1ccc2c(c1)C(=O)N(CCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1)C(=O)C2(C)C,91610,
716,BRD-K78303961,COc1cc2c(cc1O)occ(-c1ccc(O)cc1)c2=O,5317750,
717,BRD-A81233518,C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)c1ccccc1,3494,
718,BRD-K97056771,NC(=O)c1cccc(c1)-c1cc(Nc2ccc(OC(F)(F)F)cc2)ncn1,5311510,
719,BRD-K69001009,CN1CCN(CC1)C1CCN(CC1)C(=O)Nc1cc(Oc2ccc(NC(=O)C3(CC3)C(=O)Nc3ccc(F)cc3)c(F)c2)ccn1,16118392,
720,BRD-K99504665,CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O,5311128,2
721,BRD-K06692906,Oc1ccc(cc1O)c2oc3c(O)c(O)cc(O)c3c(=O)c2O,5280647,
722,BRD-A10967948,CN1C2CCCC1CC(C2)NC(=O)c1nn(C)c2ccccc12,3510,
723,BRD-K24943235,COc1ccc2nc3CCCCC[C@@H]4C[C@H]4OC(=O)N[C@H](C(=O)N4C[C@@H](C[C@H]4C(=O)N[C@@]4(C[C@H]4C=C)C(=O)NS(=O)(=O)C4CC4)Oc3nc2c1)C(C)(C)C,44603531,
724,BRD-K12423485,COc1cc(OC)c(Cl)c2O[C@@]3([C@H](C)CC(=O)C=C3OC)C(=O)c12,978395,
725,BRD-U24835547,C1=CC2=NC=CC(=C2C=C1C=C3C(=O)NC(=O)S3)C4=CC=NC=C4,71317162,
726,BRD-K02708799,O=C1NC(=O)\C(S1)=C/c1ccc2nccc(-c3ccncc3)c2c1,23658330,
727,BRD-K36740062,CCn1cc(c(n1)-c1ccc(NC(=O)N(C)C)cc1)-c1ccnc2[nH]c(cc12)-c1cccc(CN(C)C)c1,46885626,
728,BRD-K60341624,CC(C)c1noc(n1)N1CCC(COc2ccc(nc2)-c2ccc(cc2)S(C)(=O)=O)CC1,24996872,
729,BRD-K04833372,CCc1cc(Nc2nccc(n2)-c2c(nc3ccccn23)-c2ccc(OC)c(c2)C(=O)Nc2c(F)cccc2F)c(OC)cc1N1CCC(CC1)N1CCN(CC1)S(C)(=O)=O,25124816,
730,BRD-K25412176,Cn1ncc(Cl)c1-c1cc(sc1Cl)C(=O)N[C@H](CN)Cc1cccc(F)c1,46843057,
731,BRD-K42918627,COc1nccc(-c2ccc3nccc(-c4ccnnc4)c3c2)c1NS(=O)(=O)c1ccc(F)cc1F,52914946,
732,BRD-K70642949,CNc1nc(cc(n1)-c1ccc2c(N)n[nH]c2c1)N1C[C@H](CC[C@H]1C)C(=O)NC1CCCCC1,46215815,
733,BRD-K37590257,COc1cccc(Nc2c(cnc3c(C)cc(cc23)S(=O)(=O)c2cccc(c2)C(=O)N(C)C)C(N)=O)c1,9827968,
734,BRD-K49215523,Cc1nc2c(cc(cc2n1Cc1cccc(c1C)C(F)(F)F)N1CCOCC1)C(O)=O,56949517,2
735,BRD-K09991945,Ic1cccc(CSc2nnc(o2)c3ccncc3)c1,6539732,
736,BRD-A10523515,CC1=C(C(CC(=O)N1)c1ccc(cc1)C(F)(F)F)C(=O)Nc1cc2cn[nH]c2cc1F,11373846,
737,BRD-K92428232,C[C@@H](Oc1cc(sc1C(N)=O)-n1cnc2ccc(CN3CCN(C)CC3)cc12)c1ccccc1C(F)(F)F,15983966,
738,BRD-A87137733,CCn1c(nc2c(ncc(OCC3CCCNC3)c12)C#CC(C)(C)O)-c1nonc1N,16048642,
739,BRD-K89015388,CC(C)Oc1ccc(cc1Cl)C(=O)N[C@H](CNC(=O)CN(C)C)Cc1ccc(cc1)-c1cn2cccc([C@H](C)O)c2n1,46898058,
740,BRD-K32847255,C1CN(CCC2=CC=CC=C21)C3=CC(=NC(=N3)C4=CC=CC=N4)NCCC(=O)[O-],72200818,
741,BRD-K82484347,C1CN(CCC2=CC=CC=C21)C3=CC(=NC(=N3)C4=CN=CC=C4)NCCC(=O)[O-],73010924,2
742,BRD-K98203492,CCOC(=O)CCNc1cc(nc(n1)-c1ccccn1)N1CCc2ccccc2CC1,71729975,
743,BRD-K56800335,NC(=N)N\N=C/c1c(Cl)cccc1Cl,5702063,2
744,BRD-A14262390,NC(=N)NCC1COC2(CCCCC2)O1,38521,
745,BRD-K62676709,NC(=N)NCCN1CCCCCCC1,3518,
746,BRD-K07859598,Oc1c(Br)cc(cc1Br)\C=C1/C(=O)Nc2ccc(I)cc12,5924208,
747,BRD-K26823213,FC(F)(F)c1nc(Nc2ccc(Cl)cc2Cl)ncc1C(=O)NCC1CCOCC1,10253143,
748,BRD-K90382497,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(s3)C(N)=O)c2cc1OC,9826308,
749,BRD-A88138582,CC1(C)O[C@@H]2CC3C4CCC5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)[C@@]2(O1)C(=O)CCl,5702233,
750,BRD-A51964809,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(ccc12)C(F)(F)F,37393,
751,BRD-K67783091,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,3559,
752,BRD-K73815512,CC(C)c1ccc(NC(=O)Cn2cnc3n(C)c(=O)n(C)c(=O)c23)cc1,1150897,
753,BRD-K93633846,COc1ccc(cc1O)[C@@H]1CC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)cc2O1,129010007,
754,BRD-K99792991,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,3598,
755,BRD-K20526256,CN1CCN(CC1)C2CCN(CC2)C3=CC(=C(C=C3)NC4=NC=C(C(=N4)C5=CNC6=CC=CC=C65)Cl)OC,56655374,
756,BRD-K93747373,CNC(=O)c1ccc(Nc2cc(Nc3ccccc3S(=O)(=O)C(C)C)c3cc[nH]c3n2)nc1,25226483,
757,BRD-K06569345,COc1cc(ccc1Nc1nc(N)c(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)C(N)=O,25226117,2
758,BRD-U51024685,CC1=CC=C(C(NC2=CC=C(CN3CCN(CC)CC3)C(C(F)(F)F)=C2)=O)C=C1/C=C/C4=C(OC)C5=C(NC=C5)N=C4,53302361,2
759,BRD-K26760349,CC1=C(C(=CC=C1)C)NC(=O)N(C2=C(C=C(C=C2)OC)OC)C3=NC=NC(=C3)NC4=C(C=C(C=C4)N5CCN(CC5)C)OC,124202168,
760,BRD-K01674964,NCCc1c[nH]cn1,774,
761,BRD-K70511574,COc1ccc(cc1)S(=O)(=O)N(C(C)=O)c1ccccc1\C=C\c1cc[n+]([O-])cc1,9888590,
762,BRD-A22769835,CN1CCCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1,3627,
763,BRD-K76674262,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@H]1[C@H]2c3cc4OCOc4cc3CCN3CCC[C@]23C=C1OC,285033,
764,BRD-K98493452,Oc1ccc(cc1CC=C)-c1cc(CC=C)ccc1O,72303,
765,BRD-A75172220,C[C@]12C[C@H](O)C3C(CCC4=CC(=O)CC[C@]34C)C1CC[C@]2(O)C(=O)CO,5320346,
766,BRD-K36862742,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F,3647,
767,BRD-K51747290,NC(=O)NO,3657,
768,BRD-K46424862,Cc1cc(=O)oc2cc(O)ccc12,5280567,
769,BRD-K29673530,Cc1cc(O)c2c3c1c1c(C)cc(O)c4c1c1c3c3c(c(O)cc(O)c3c2=O)c2c(O)cc(O)c(c12)c4=O,137629134,
770,BRD-K36363294,COc1cc2c3n([C@H](C)c4ccccn4)c(=O)[nH]c3cnc2cc1-c1c(C)noc1C,52912189,
771,BRD-K08109215,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc12,46943432,
772,BRD-K31135544,CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(NCc3cccc(I)c3)ncnc12,123683,
773,BRD-K70301465,Nc1ncnc2n(nc(-c3ccc(Oc4ccccc4)cc3)c12)[C@@H]1CCCN(C1)C(=O)C=C,24821094,
774,BRD-A35869383,Nc1ncnc2n(nc(-c3ccc(Oc4ccccc4)cc3)c12)C1CCCN(C1)C(=O)C=C,16126651,
775,BRD-K16444452,CC(C)C(=O)c1c(nn2ccccc12)C(C)C,3671,
776,BRD-A17655518,CC(C)Cc1ccc(cc1)C(C)C(O)=O,3672,
777,BRD-K44771174,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CN(c3ccccc23)S(C)(=O)=O)CC1,178024,
778,BRD-A74391928,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,60753,
779,BRD-K11071038,NC(=O)CCCCn1ccc(n1)\N=C(/N)NCC(F)(F)F,134778,
780,BRD-K29133151,OC(=O)CCC\C=C/C[C@@H]1CO[C@@H](O[C@@H]1c1ccccc1O)C(F)(F)F,5311390,
781,BRD-K59433843,OC(=O)CC\C=C/C[C@@H]1CO[C@@H](O[C@@H]1c1ccccc1O)c1ccccc1Cl,6604763,2
782,BRD-K79102359,FC(F)C(F)(F)COc1cccc(CNCCc2c[nH]c3cc(F)ccc23)c1,21071390,
783,BRD-K62627508,COc1cc(ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@@](C#N)([C@H]1c1cccc(Cl)c1F)c1ccc(Cl)cc1F)C(O)=O,53358942,
784,BRD-K37516142,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,3686,2
785,BRD-K60866521,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,11625818,2
786,BRD-A85439007,OCC1O[C@H](C[C@@H]1O)n1cc(I)c(=O)[nH]c1=O,51371334,
787,BRD-A24191444,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,3689,
788,BRD-A67097164,ClCCNP1(=O)OCCCN1CCCl,3690,
789,BRD-K15426076,CS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1,124246,
790,BRD-K74305673,Oc1ccc(Cl)cc1C(=O)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F,5081913,
791,BRD-K93023739,Clc1cc(NC(=O)c2cccnc2)c2[nH]c3cnccc3c2c1,9949093,
792,BRD-K51662849,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(C)C)CC(=O)NO,132519,
793,BRD-K92723993,CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nccc(n3)-c3cccnc3)c2)CC1,5291,
794,BRD-A78195072,N=C1NC(=O)N2CC12,68791,
795,BRD-A10903566,CCn1ccnc1CC1COc2ccccc2O1,133621,
796,BRD-K38436528,CN(C)CCCN1c2ccccc2CCc2ccccc12,3696,
797,BRD-K26657438,CC(C)Cn1cnc2c(N)nc3ccccc3c12,57469,
